n_runs,144
state_correct_completion,0.5
postcondition_satisfaction,0.5
safety_predicate_satisfaction,1.0
duplicate_effect_rate,0.0
unintended_effect_rate,0.0
unauthorized_effect_rate,0.0
residual_effect_rate,0.0
false_success_rate,0.5
false_failure_rate,0.0
unresolved_outcome_rate,0.0
recovery_success,0.0
reconciliation_accuracy,0.0
repeated_backend_work,0.0
logical_reexecutions,0.0
human_intervention_count,0.0
mean_model_turns,1.0
mean_tool_calls,1.0
mean_transport_retries,0.0
mean_wall_clock_ms,0.20833333333333334
mean_tool_definition_tokens,47.75
mean_tool_result_tokens,0.0
mean_context_tokens,47.75
mean_runtime_overhead_ms,0.19444444444444445
mean_recovery_ms,0.0
mean_verification_ms,0.013888888888888888
