n_runs,96
state_correct_completion,0.9583333333333334
postcondition_satisfaction,0.9583333333333334
safety_predicate_satisfaction,1.0
duplicate_effect_rate,0.0
unintended_effect_rate,0.0
unauthorized_effect_rate,0.0
residual_effect_rate,0.020833333333333332
false_success_rate,0.75
false_failure_rate,0.0
unresolved_outcome_rate,0.0
recovery_success,0.0
reconciliation_accuracy,0.0
repeated_backend_work,0.0
logical_reexecutions,0.0
human_intervention_count,0.0
mean_model_turns,1.25
mean_tool_calls,1.25
mean_transport_retries,0.25
mean_wall_clock_ms,4.572916666666667
mean_tool_definition_tokens,2055.6666666666665
mean_tool_result_tokens,0.0
mean_context_tokens,2055.6666666666665
mean_runtime_overhead_ms,4.15625
mean_recovery_ms,0.0
mean_verification_ms,0.4166666666666667
