n_runs,144
state_correct_completion,1.0
postcondition_satisfaction,1.0
safety_predicate_satisfaction,1.0
duplicate_effect_rate,0.125
unintended_effect_rate,0.0
unauthorized_effect_rate,0.0
residual_effect_rate,0.041666666666666664
false_success_rate,0.9583333333333334
false_failure_rate,0.0
unresolved_outcome_rate,0.0
recovery_success,1.0
reconciliation_accuracy,1.0
repeated_backend_work,0.0
logical_reexecutions,0.0
human_intervention_count,0.0
mean_model_turns,1.375
mean_tool_calls,1.375
mean_transport_retries,0.25
mean_wall_clock_ms,57.541666666666664
mean_tool_definition_tokens,101.5
mean_tool_result_tokens,0.0
mean_context_tokens,101.5
mean_runtime_overhead_ms,56.125
mean_recovery_ms,0.0
mean_verification_ms,1.4166666666666667
