n_runs,168
state_correct_completion,0.7321428571428571
postcondition_satisfaction,0.7321428571428571
safety_predicate_satisfaction,1.0
duplicate_effect_rate,0.39285714285714285
unintended_effect_rate,0.0
unauthorized_effect_rate,0.0
residual_effect_rate,0.26785714285714285
false_success_rate,0.9642857142857143
false_failure_rate,0.0
unresolved_outcome_rate,0.03571428571428571
recovery_success,1.0
reconciliation_accuracy,1.0
repeated_backend_work,0.0
logical_reexecutions,0.0
human_intervention_count,0.0
mean_model_turns,1.5357142857142858
mean_tool_calls,1.5357142857142858
mean_transport_retries,0.5357142857142857
mean_wall_clock_ms,0.40476190476190477
mean_tool_definition_tokens,76.96428571428571
mean_tool_result_tokens,0.0
mean_context_tokens,76.96428571428571
mean_runtime_overhead_ms,0.35714285714285715
mean_recovery_ms,0.0
mean_verification_ms,0.047619047619047616
