n_runs,240
state_correct_completion,0.4375
postcondition_satisfaction,0.5125
safety_predicate_satisfaction,0.8625
duplicate_effect_rate,0.0
unintended_effect_rate,0.0
unauthorized_effect_rate,0.5
residual_effect_rate,0.325
false_success_rate,0.45
false_failure_rate,0.0
unresolved_outcome_rate,0.0
recovery_success,0.0
reconciliation_accuracy,0.0
repeated_backend_work,0.0
logical_reexecutions,0.0
human_intervention_count,0.0
mean_model_turns,1.825
mean_tool_calls,1.825
mean_transport_retries,0.3
mean_wall_clock_ms,0.19166666666666668
mean_tool_definition_tokens,70.4
mean_tool_result_tokens,0.0
mean_context_tokens,70.4
mean_runtime_overhead_ms,0.19166666666666668
mean_recovery_ms,0.0
mean_verification_ms,0.0
